City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Tazovskiy,RU,67.4667,78.7,-22.97,100,98,3.36,overcast clouds
345,Prince George,CA,53.9166,-122.753,40.62,70,0,19.57,clear sky
346,Sakakah,SA,29.9697,40.2064,49.57,51,1,8.41,clear sky
347,Manavgat,TR,36.7867,31.4431,48.61,65,0,4.92,clear sky
348,Alice Springs,AU,-23.7,133.8833,58.55,94,0,6.91,clear sky
349,Misratah,LY,32.3754,15.0925,60.39,72,100,6.67,overcast clouds
350,Angoche,MZ,-16.2325,39.9086,77.22,87,100,8.84,light rain
351,Coahuayana,MX,18.7333,-103.6833,87.28,30,5,7.61,clear sky
352,Faanui,PF,-16.4833,-151.75,81.23,75,100,22.88,overcast clouds
353,Iralaya,HN,15.0,-83.2333,84.29,57,0,9.78,clear sky
354,Duma,CN,34.7653,108.135,23.02,96,100,3.29,overcast clouds
355,Faya,SA,18.3851,42.4509,52.32,77,6,1.81,clear sky
356,Tamiahua,MX,21.2667,-97.45,64.81,61,5,6.78,clear sky
357,Ballina,AU,-28.8667,153.5667,63.79,98,99,15.73,overcast clouds
358,Kondopoga,RU,62.2057,34.2614,19.08,95,100,9.46,overcast clouds
359,Katsuura,JP,35.1333,140.3,35.71,46,84,9.53,broken clouds
360,Cosala,MX,24.4125,-106.6908,77.18,37,87,8.43,overcast clouds
361,Khorramshahr,IR,30.4397,48.1664,57.16,51,0,6.91,clear sky
362,Northam,GB,51.0333,-4.2167,49.62,82,30,29.46,scattered clouds
363,Shimoda,JP,34.6667,138.95,35.1,72,50,10.58,light snow
364,Seda,LV,57.65,25.75,34.32,98,100,9.98,light snow
365,Henties Bay,NA,-22.116,14.2845,69.85,80,79,9.53,broken clouds
366,Yulara,AU,-25.2406,130.9889,67.84,45,0,4.61,clear sky
367,Tottori,JP,35.5,134.2333,36.84,79,100,4.85,overcast clouds
368,Port Keats,AU,-14.25,129.55,78.17,86,100,6.67,overcast clouds
369,Ixtapa,MX,20.7,-105.2,76.23,69,20,12.66,few clouds
370,Gander,CA,48.9682,-54.5906,10.78,66,75,15.99,broken clouds
371,Trincomalee,LK,8.5711,81.2335,79.02,68,100,11.59,overcast clouds
372,Sal Rei,CV,16.1833,-22.9167,72.16,73,75,17.27,broken clouds
373,Atikokan,CA,48.7555,-91.6216,13.82,82,100,7.25,overcast clouds
374,Horodnytsya,UA,50.807,27.3168,32.77,98,100,11.79,light snow
375,Clarence Town,AU,-32.5833,151.7833,68.99,93,11,3.56,few clouds
376,Marfino,RU,55.7028,37.3822,22.95,90,75,6.71,mist
377,Ambilobe,MG,-13.2,49.05,75.56,92,100,3.13,light rain
378,Cairns,AU,-16.9167,145.7667,75.15,88,40,11.5,scattered clouds
379,Sorland,NO,67.667,12.6934,35.46,62,100,17.34,overcast clouds
380,Mocuba,MZ,-16.8392,36.9856,71.53,98,9,3.58,light rain
381,Esperance,AU,-33.8667,121.9,63.19,71,100,23.47,overcast clouds
382,Klaksvik,FO,62.2266,-6.589,34.72,59,81,35.88,broken clouds
383,Masterton,NZ,-40.9597,175.6575,58.95,97,100,4.56,overcast clouds
384,Islamkot,PK,24.6997,70.177,66.33,68,0,10.54,clear sky
385,Grindavik,IS,63.8424,-22.4338,27.07,74,100,11.5,overcast clouds
386,College,US,64.8569,-147.8028,-1.71,78,100,3.44,light snow
387,Marzuq,YE,14.4,46.4667,65.86,32,100,1.74,overcast clouds
388,Auki,SB,-8.7676,160.7034,78.87,88,100,7.63,overcast clouds
389,Caravelas,BR,-17.7125,-39.2481,83.34,65,7,10.25,clear sky
390,Aktas,KZ,49.7789,72.9608,7.75,74,6,9.51,clear sky
391,Union,US,40.6334,-74.2663,35.15,62,0,8.05,clear sky
392,Komsomolskiy,UZ,40.4272,71.7189,39.92,87,75,13.8,broken clouds
393,Sengiley,RU,53.9622,48.7944,21.27,95,100,5.1,overcast clouds
394,Maniitsoq,GL,65.4167,-52.9,3.96,72,100,14.61,overcast clouds
395,Souillac,MU,-20.5167,57.5167,79.36,89,40,9.22,scattered clouds
396,Hereford,GB,52.0568,-2.7148,46.63,77,29,8.99,scattered clouds
397,Lixourion,GR,38.2019,20.4314,54.54,83,21,2.62,few clouds
398,Trofors,NO,65.5333,13.4063,33.15,97,61,4.41,broken clouds
399,Kanigoro,ID,-8.13,112.219,73.58,94,100,4.14,overcast clouds
400,Luderitz,NA,-26.6481,15.1594,68.31,75,11,4.7,few clouds
401,Puerto Madryn,AR,-42.7692,-65.0385,73.65,38,10,14.76,clear sky
402,Bertoua,CM,4.5833,13.6833,75.69,25,74,2.95,broken clouds
403,Nsanje,MW,-16.92,35.262,72.99,93,7,2.35,light rain
404,Horta,PT,38.5333,-28.6333,62.24,77,75,9.22,broken clouds
405,Samarai,PG,-10.6167,150.6667,81.55,78,100,10.76,light rain
406,Padre Bernardo,BR,-15.35,-48.5,76.03,82,100,4.07,overcast clouds
407,Ergani,TR,38.2653,39.7621,30.92,82,15,6.42,few clouds
408,Talca,CL,-35.4333,-71.6667,94.71,12,0,9.31,clear sky
409,Ahipara,NZ,-35.1667,173.1667,72.84,98,100,6.71,overcast clouds
410,Havoysund,NO,70.9963,24.6622,27.48,72,3,26.04,clear sky
411,Berlevag,NO,70.8578,29.0864,21.09,85,41,18.01,scattered clouds
412,Labuhan,ID,-6.8844,112.2051,77.36,91,100,6.87,overcast clouds
413,Akdepe,TM,42.0551,59.3788,30.2,60,7,8.08,clear sky
414,Lunderskov,DK,55.4837,9.2992,35.46,100,100,8.05,overcast clouds
415,Portland,US,45.5234,-122.6762,58.6,78,75,1.01,mist
416,Camargo,MX,27.6667,-105.1667,61.14,22,0,2.98,clear sky
417,Macamic,CA,48.7502,-78.9996,16.03,92,100,10.07,snow
418,Mahibadhoo,MV,3.7833,72.9667,81.81,64,11,10.6,few clouds
419,Severomorsk,RU,69.0689,33.4162,16.2,87,100,9.55,overcast clouds
420,Tommot,RU,58.9564,126.2925,-27.0,99,44,2.15,scattered clouds
421,Dubbo,AU,-32.25,148.6167,57.33,88,0,11.5,clear sky
422,Yuzhno-Kurilsk,RU,44.0306,145.8556,22.15,88,96,17.72,overcast clouds
423,Adrar,MR,20.5022,-10.0711,73.11,8,0,9.17,clear sky
424,Boca Do Acre,BR,-8.7522,-67.3978,81.57,71,80,1.52,broken clouds
425,Chernyshevskiy,RU,63.0128,112.4714,-5.04,99,100,2.71,overcast clouds
426,Tiarei,PF,-17.5333,-149.3333,86.02,76,52,21.85,light rain
427,Nabire,ID,-3.3667,135.4833,76.51,89,100,2.89,overcast clouds
428,Ovre Ardal,NO,61.3167,7.8,27.48,97,100,3.87,light snow
429,Asfi,MA,32.2994,-9.2372,60.31,75,11,15.82,few clouds
430,Severo-Yeniseyskiy,RU,60.3725,93.0408,6.53,98,100,0.65,overcast clouds
431,Providencia,MX,28.7167,-111.5833,73.85,38,0,7.94,clear sky
432,Ouesso,CG,1.6136,16.0517,77.04,26,76,1.19,broken clouds
433,Sola,VU,-13.8833,167.55,81.81,79,100,15.3,overcast clouds
434,Augusto Correa,BR,-1.0217,-46.635,78.35,89,100,4.21,moderate rain
435,Beyneu,KZ,45.3167,55.2,28.31,79,21,6.4,few clouds
436,Horizontina,BR,-27.6258,-54.3078,85.17,27,0,9.98,clear sky
437,Mackay,AU,-21.15,149.2,74.68,66,86,18.95,overcast clouds
438,Baghdad,IQ,33.3406,44.4009,48.11,53,0,3.44,clear sky
439,Cacequi,BR,-29.8836,-54.825,85.68,21,2,18.34,clear sky
440,Walvis Bay,NA,-22.9575,14.5053,72.55,78,100,6.91,overcast clouds
441,Russkaya Polyana,UA,49.417,31.9201,31.87,80,95,11.1,overcast clouds
442,Soe,ID,-9.8607,124.284,66.43,92,27,3.29,scattered clouds
443,Voyvozh,RU,62.892,54.9635,13.62,88,100,10.31,overcast clouds
444,Opunake,NZ,-39.4556,173.8583,61.84,86,100,25.5,overcast clouds
445,Homnabad,IN,17.7667,77.1333,69.55,32,10,4.7,clear sky
446,Ouegoa,NC,-20.35,164.4333,78.69,87,100,5.7,overcast clouds
447,Benjamin Hill,MX,30.1667,-111.1,69.17,17,0,4.34,clear sky
448,Lima,PE,-12.0432,-77.0282,75.38,77,0,1.99,clear sky
449,Hualmay,PE,-11.0964,-77.6139,74.75,68,70,10.58,broken clouds
450,Kembe,CF,4.6228,21.8865,73.98,24,29,1.45,scattered clouds
451,Logon,PH,11.3303,124.1146,78.46,80,54,12.37,broken clouds
452,Suntar,RU,62.1444,117.6319,0.64,99,100,2.1,overcast clouds
453,La Palma,US,33.8464,-118.0467,79.93,28,0,1.99,clear sky
454,Pandamatenga,BW,-18.5278,25.627,67.01,77,72,4.85,broken clouds
455,Lashio,MM,22.9333,97.75,45.79,77,5,2.53,clear sky
456,Lufkin,US,31.3382,-94.7291,55.51,40,0,8.05,clear sky
457,Isangel,VU,-19.55,169.2667,77.11,94,100,0.0,light rain
458,Manokwari,ID,-0.8667,134.0833,77.9,78,100,2.86,overcast clouds
459,Pisco,PE,-13.7,-76.2167,72.01,88,20,9.22,mist
460,Poya,NC,-21.35,165.15,77.95,93,100,6.55,light rain
461,Ponta Do Sol,PT,32.6667,-17.1,64.71,66,6,10.54,clear sky
462,Kampene,CD,-3.6,26.6667,71.67,89,100,1.36,overcast clouds
463,Morgan City,US,29.6994,-91.2068,56.03,43,0,0.0,clear sky
464,Daloa,CI,6.8774,-6.4502,83.97,23,72,4.23,broken clouds
465,Naryan-Mar,RU,67.6713,53.087,9.5,88,100,15.66,overcast clouds
466,Yumen,CN,40.2833,97.2,12.67,88,11,14.09,few clouds
467,Qaqortoq,GL,60.7167,-46.0333,7.3,68,100,4.81,overcast clouds
468,Seymour,US,38.9592,-85.8903,40.44,66,1,7.0,clear sky
469,Arrifes,PT,37.7667,-25.7,61.23,88,40,14.97,scattered clouds
470,Fairbanks,US,64.8378,-147.7164,-1.7,78,100,0.0,light snow
471,Quang Ngai,VN,15.1167,108.8,68.43,91,100,4.92,overcast clouds
472,Pitimbu,BR,-7.4706,-34.8086,86.59,61,17,10.89,few clouds
473,Abalak,RU,58.1286,68.5944,8.67,92,100,5.82,overcast clouds
474,Camabatela,AO,-8.1881,15.375,63.73,89,98,1.66,light rain
475,Raudeberg,NO,61.9875,5.1352,37.87,87,87,1.01,overcast clouds
476,Saint-Pierre,RE,-21.3393,55.4781,80.24,78,0,4.61,clear sky
477,Bilma,NE,18.6853,12.9164,65.66,14,0,8.52,clear sky
478,Juegang,CN,32.3174,121.1855,40.91,76,100,8.61,light rain
479,Harper,LR,4.375,-7.7169,80.11,80,100,10.74,overcast clouds
480,Mizdah,LY,31.4451,12.9801,58.19,21,100,6.89,overcast clouds
481,Dwarka,IN,22.2394,68.9678,69.19,61,5,7.34,clear sky
482,Atherton,GB,53.5237,-2.4935,43.05,79,100,10.0,overcast clouds
483,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,82,20,19.57,few clouds
484,Belaya Gora,RU,68.5333,146.4167,-42.79,100,69,0.92,broken clouds
485,Sisimiut,GL,66.9395,-53.6735,0.61,95,100,10.74,overcast clouds
486,Muriti,TZ,-1.9833,32.9167,73.02,63,38,2.77,scattered clouds
487,Malinyi,TZ,-8.9333,36.1333,74.01,85,100,2.64,overcast clouds
488,Xinzhi,CN,36.4989,111.7047,28.71,74,100,3.56,overcast clouds
489,Roald,NO,62.5833,6.1333,39.0,81,75,13.8,broken clouds
490,Mazatlan,MX,23.2167,-106.4167,71.56,75,100,5.01,overcast clouds
491,Tinca,RO,46.7749,21.9316,42.91,73,98,11.21,overcast clouds
492,Korla,CN,41.7597,86.1469,23.95,46,8,5.08,clear sky
493,Nhulunbuy,AU,-12.2333,136.7667,77.61,88,100,6.91,overcast clouds
494,Jacareacanga,BR,-6.2222,-57.7528,83.68,76,100,2.57,overcast clouds
495,Karachi,PK,24.9056,67.0822,69.62,68,20,5.75,few clouds
496,Mnogovershinnyy,RU,53.9353,139.9242,-3.77,90,100,4.68,overcast clouds
497,Nouakchott,MR,18.0858,-15.9785,75.13,54,6,12.66,clear sky
498,Naze,JP,28.3667,129.4833,51.8,63,100,6.98,overcast clouds
499,Santiago Del Estero,AR,-27.7951,-64.2615,84.47,31,4,6.24,clear sky
500,Waingapu,ID,-9.6567,120.2641,78.94,85,97,4.72,overcast clouds
501,Morden,CA,49.1919,-98.1014,3.58,78,56,6.91,broken clouds
502,Farah,AF,32.5,62.5,45.54,48,0,4.0,clear sky
503,Altamont,US,42.2068,-121.7372,47.79,44,0,1.01,clear sky
504,Ndjole,GA,-0.1783,10.7649,81.12,71,35,2.57,scattered clouds
505,Kuytun,RU,54.3419,101.5036,9.91,96,99,2.13,overcast clouds
506,Yichang,CN,30.7144,111.2847,33.46,98,100,0.45,light snow
507,Ahuimanu,US,21.4447,-157.8378,78.51,75,75,5.99,broken clouds
508,Price,US,39.5994,-110.8107,41.11,30,0,3.44,clear sky
509,Rawson,AR,-43.3002,-65.1023,75.85,34,7,15.95,clear sky
510,Fitchburg,US,42.5834,-71.8023,28.98,57,0,1.99,clear sky
511,Pangnirtung,CA,66.1451,-65.7125,-31.0,68,75,0.0,broken clouds
512,Itarema,BR,-2.9248,-39.9167,84.34,65,100,13.89,overcast clouds
513,Mandalgovi,MN,45.7625,106.2708,4.59,67,0,5.84,clear sky
514,Brigantine,US,39.4101,-74.3646,39.34,59,0,9.22,clear sky
515,Kalianget,ID,-7.05,113.9333,78.01,87,56,10.45,broken clouds
516,Pochutla,MX,15.7432,-96.4661,87.82,37,0,10.13,clear sky
517,Sabzevar,IR,36.2126,57.6819,38.64,62,100,3.78,overcast clouds
518,Cartagena,CO,10.3997,-75.5144,87.42,58,20,14.97,few clouds
519,Kununurra,AU,-15.7667,128.7333,75.18,100,100,0.0,overcast clouds
520,Zhangye,CN,38.9342,100.4517,13.89,83,86,2.48,overcast clouds
521,Tevaitoa,PF,-16.7833,-151.5,81.0,75,100,22.08,light rain
522,Marondera,ZW,-18.1853,31.5519,57.54,95,7,8.12,clear sky
523,Port Lincoln,AU,-34.7333,135.8667,70.99,69,0,12.59,clear sky
524,Rayadrug,IN,14.7,76.8667,75.33,57,97,2.53,overcast clouds
525,Mao,ES,39.8885,4.2658,45.16,93,20,2.3,few clouds
526,Harindanga,IN,22.0383,88.3214,60.78,58,86,2.95,overcast clouds
527,Kaeo,NZ,-35.1,173.7833,74.32,98,100,4.65,overcast clouds
528,Pilar,BR,-9.5972,-35.9567,85.93,54,0,13.96,clear sky
529,San Carlos,VE,9.6612,-68.5827,93.88,32,14,4.94,few clouds
530,Hofn,IS,64.2539,-15.2082,27.0,67,0,16.11,clear sky
531,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,86.47,58,100,5.86,heavy intensity rain
532,Talaya,RU,61.3833,152.75,-35.82,88,9,1.86,clear sky
533,Terrell,US,32.736,-96.2753,54.28,39,0,8.05,clear sky
534,Hirara,JP,24.8,125.2833,64.53,65,43,17.36,scattered clouds
535,Ust-Tsilma,RU,65.441,52.1498,15.19,91,100,9.71,overcast clouds
536,Wloszczowa,PL,50.8526,19.9659,41.2,84,100,22.91,overcast clouds
537,Pervomayskoye,RU,43.919,46.7102,37.53,58,100,3.94,overcast clouds
538,Ostrovnoy,RU,68.0531,39.5131,13.96,86,98,22.37,overcast clouds
539,Arinos,BR,-15.9169,-46.1056,69.96,95,100,1.28,light rain
540,Nioro,GM,13.35,-15.75,93.02,8,3,6.73,clear sky
541,Dudinka,RU,69.4058,86.1778,-33.32,100,16,4.41,few clouds
542,Racovita,RO,45.6983,21.6358,47.95,69,33,5.48,scattered clouds
543,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,85.8,70,40,6.91,scattered clouds
544,Bandarbeyla,SO,9.4942,50.8122,75.87,72,100,14.9,overcast clouds
545,Turukhansk,RU,65.8167,87.9833,-12.87,100,86,3.02,overcast clouds
546,Nador,MA,35.174,-2.9287,59.25,82,75,10.36,broken clouds
547,The Pas,CA,53.8251,-101.2541,-5.78,65,0,10.36,clear sky
548,Tokuyama,JP,34.05,131.8167,33.42,79,76,3.83,broken clouds
549,Port-Cartier,CA,50.0334,-66.8654,5.11,71,100,6.17,overcast clouds
550,Erzin,TR,36.9559,36.2,47.12,81,4,3.67,clear sky
551,Pierre,US,44.3683,-100.351,42.85,48,0,1.01,clear sky
552,Jambi,ID,-1.6,103.6167,71.73,96,99,3.33,overcast clouds
553,Payo,ID,-3.7508,103.6372,72.12,95,100,2.95,overcast clouds
554,Zhuhai,CN,22.2769,113.5678,62.38,82,20,13.8,light rain
555,Male,MV,4.1748,73.5089,82.35,74,75,8.05,broken clouds
556,Hudiksvall,SE,61.729,17.1036,24.22,90,70,6.02,broken clouds
557,Kijang,KR,35.2442,129.2139,28.13,47,0,5.66,clear sky
558,Mitzic,GA,0.7821,11.549,76.15,64,17,2.98,few clouds
559,Gizo,SB,-8.103,156.8419,83.03,78,100,12.8,overcast clouds
560,Nelson Bay,AU,-32.7167,152.15,71.01,67,76,1.99,broken clouds
561,Taltal,CL,-25.4,-70.4833,71.62,62,24,5.68,few clouds
562,Yushan,CN,31.3776,120.9543,41.99,66,100,8.3,light rain
563,Virginia Beach,US,36.8529,-75.978,41.05,74,100,3.0,overcast clouds
564,Dzhebariki-Khaya,RU,62.2167,135.8,-39.41,99,99,0.89,overcast clouds
565,Beziers,FR,43.3476,3.219,49.89,57,0,16.11,clear sky
566,Christchurch,NZ,-43.5333,172.6333,58.32,89,100,3.44,overcast clouds
567,Biak,ID,-0.9131,122.8766,75.76,81,100,3.06,overcast clouds
568,Pemangkat,ID,1.1667,108.9667,77.2,91,96,5.39,overcast clouds
569,Biloela,AU,-24.4167,150.5,63.88,80,0,10.31,clear sky
570,Opuwo,NA,-18.0607,13.84,74.61,41,100,6.38,overcast clouds
571,Tukrah,LY,32.5341,20.5791,57.85,70,100,5.84,overcast clouds
572,Mozarlandia,BR,-14.7447,-50.5706,82.9,74,98,3.2,overcast clouds
573,Manta,EC,-0.95,-80.7333,78.66,78,98,8.1,light rain
574,Mayskiy,RU,47.6931,40.1025,29.61,79,100,10.4,overcast clouds
575,San Andres,CO,12.5847,-81.7006,86.02,58,20,12.66,few clouds
576,Sakaide,JP,34.3167,133.85,27.82,67,84,8.77,broken clouds
577,Trabzon,TR,40.9167,39.8333,39.29,76,75,6.91,broken clouds
578,Bara,NG,10.3744,10.7288,75.04,19,2,7.67,clear sky
579,Aripuana,BR,-9.1667,-60.6333,86.85,67,46,2.53,scattered clouds
580,Yar-Sale,RU,66.8333,70.8333,-12.24,100,88,7.63,overcast clouds
581,Immokalee,US,26.4187,-81.4173,79.95,63,75,9.22,broken clouds
582,Havre-Saint-Pierre,CA,50.2334,-63.5986,5.59,46,0,17.27,clear sky
583,Sao Mateus Do Sul,BR,-25.8742,-50.3828,87.19,30,100,3.02,overcast clouds
584,Tessalit,ML,20.1986,1.0114,70.7,10,0,6.76,clear sky
585,Vanavara,RU,60.34,102.2797,-13.76,100,93,2.48,overcast clouds
586,Tigil,RU,57.8,158.6667,2.57,86,69,5.84,broken clouds
587,Lizzano,IT,40.391,17.4476,54.77,81,0,2.3,clear sky
588,Yebaishou,CN,41.3975,119.6408,13.08,70,2,3.74,clear sky
589,Port-Gentil,GA,-0.7193,8.7815,80.56,83,20,8.05,few clouds
590,Beloha,MG,-25.1667,45.05,74.12,94,100,19.26,moderate rain
591,Sonamukhi,IN,23.3,87.4167,59.52,46,72,2.86,broken clouds
592,Fallon,US,39.4735,-118.7774,49.42,37,0,5.1,clear sky
593,Garowe,SO,8.4054,48.4845,71.64,65,100,13.69,overcast clouds
594,Vice,PE,-5.4167,-80.7833,85.84,46,27,14.83,scattered clouds
595,Tornio,FI,65.8481,24.1466,26.62,96,100,16.62,light snow
596,Constitucion,CL,-35.3333,-72.4167,71.74,56,13,9.75,few clouds
597,Caceres,ES,39.522,-6.3748,47.8,63,5,3.87,clear sky
598,Manggar,ID,-2.8833,108.2667,78.93,86,100,9.06,moderate rain
599,Maryville,US,35.7565,-83.9705,51.19,45,0,1.99,clear sky
600,Kaiserslautern,DE,49.45,7.75,45.64,68,100,4.0,moderate rain
601,Khani,GE,41.9563,42.9566,24.37,97,100,1.9,snow
602,Boguchany,RU,58.3814,97.4531,12.85,98,100,2.13,overcast clouds
603,Acarau,BR,-2.8856,-40.12,84.52,65,100,15.73,overcast clouds
604,Daru,PG,-9.0763,143.2092,77.92,88,100,6.49,overcast clouds
605,Thinadhoo,MV,0.5333,72.9333,82.62,69,75,11.05,broken clouds
606,Alyangula,AU,-13.8483,136.4192,75.07,100,97,0.0,overcast clouds
607,Kodinsk,RU,58.6881,99.1844,8.15,99,100,1.48,overcast clouds
608,Istmina,CO,5.1605,-76.684,84.0,52,37,3.06,scattered clouds
609,Nchelenge,ZM,-9.3451,28.734,69.49,87,100,5.23,moderate rain
610,Hailar,CN,49.2,119.7,-10.12,100,97,6.55,overcast clouds
611,Ahmadnagar,IN,19.0833,74.7333,70.93,29,10,4.65,clear sky
612,Guaimaro,CU,21.05,-77.35,84.7,27,0,14.05,clear sky
613,Guanica,PR,17.9716,-66.908,81.43,76,98,11.99,overcast clouds
614,Nizhneangarsk,RU,55.7833,109.55,2.28,87,99,5.19,overcast clouds
615,Concarneau,FR,47.875,-3.9225,54.39,84,100,23.42,overcast clouds
616,Banda Aceh,ID,5.5577,95.3222,76.35,91,100,8.37,overcast clouds
617,Bastia,FR,42.6667,9.3333,53.4,91,20,1.01,few clouds
618,Kharp,RU,66.8014,65.8081,-12.39,100,98,2.64,overcast clouds
619,Noshiro,JP,40.2039,140.0242,29.46,70,99,13.18,light snow
620,Gayny,RU,60.3071,54.3241,18.93,87,100,8.52,overcast clouds
621,Vestmannaeyjar,IS,63.4427,-20.2734,33.73,57,100,9.33,overcast clouds
622,Sibolga,ID,1.7427,98.7792,75.07,89,100,3.27,overcast clouds
623,Meulaboh,ID,4.1363,96.1285,76.14,90,100,6.53,overcast clouds
624,Awjilah,LY,29.1081,21.2869,60.94,28,6,4.23,clear sky
625,Muroto,JP,33.2833,134.15,40.28,55,22,9.75,few clouds
626,Alta Floresta,BR,-9.8756,-56.0861,87.62,66,75,4.61,moderate rain
627,Paso De Carrasco,UY,-34.8603,-56.0522,68.25,73,75,14.97,broken clouds
628,Umm Kaddadah,SD,13.6017,26.6876,60.57,18,100,14.72,overcast clouds
629,Mallaig,CA,54.2169,-111.3685,41.41,90,17,15.99,few clouds
630,Wanxian,CN,30.8039,108.3897,39.7,99,100,2.66,overcast clouds
631,Medicine Hat,CA,50.0501,-110.6683,45.84,53,100,5.99,overcast clouds
632,Miroslava,RO,47.15,27.5167,39.02,54,0,4.0,clear sky
633,Kupang,ID,-10.1667,123.5833,78.84,85,36,7.2,scattered clouds
634,Krosno,PL,49.6887,21.7706,40.05,100,74,21.52,broken clouds
635,Tambopata,PE,-12.7333,-69.1833,69.69,94,100,9.22,mist
636,Bilibino,RU,68.0546,166.4372,-17.7,77,2,4.5,clear sky
637,Barra Do Garcas,BR,-15.89,-52.2567,84.78,70,75,3.76,thunderstorm
638,Zhaoyuan,CN,37.3592,120.3964,26.74,50,100,1.52,overcast clouds
639,Xai-Xai,MZ,-25.0519,33.6442,76.1,83,25,15.5,light rain
640,Tuy Hoa,VN,13.0833,109.3,71.19,93,95,5.5,overcast clouds
641,Huangmei,CN,30.1924,116.025,34.14,99,100,5.97,snow
642,Port Hedland,AU,-20.3167,118.5667,80.65,100,100,11.5,overcast clouds
643,Nyurba,RU,63.2842,118.3319,-3.69,99,100,5.64,overcast clouds
644,Sabya,SA,17.1495,42.6254,78.42,68,17,8.08,few clouds
645,Sinegorye,RU,62.0788,150.477,-17.84,58,0,1.52,clear sky
646,Lukovetskiy,RU,64.2956,41.9211,8.58,95,100,7.9,overcast clouds
647,Turayf,SA,31.6725,38.6637,44.85,81,0,9.22,clear sky
648,Otradnoye,RU,59.7775,30.8181,37.04,94,100,12.06,light snow
649,Verkhnyaya Inta,RU,65.9811,60.3094,5.22,81,28,9.22,scattered clouds
650,Half Moon Bay,US,37.4636,-122.4286,66.07,54,0,9.22,clear sky
651,Humaita,BR,-7.5061,-63.0208,85.64,79,98,1.59,light rain
652,Asau,RO,46.4333,26.4,41.4,72,100,6.13,overcast clouds
653,Mubarakpur,IN,26.09,83.2922,51.21,81,0,2.35,clear sky
654,Hannibal,US,39.7084,-91.3585,41.92,45,75,10.36,broken clouds
655,Xichang,CN,27.8964,102.2634,40.41,90,75,0.36,broken clouds
656,Bodden Town,KY,19.2833,-81.25,84.2,63,20,7.0,few clouds
657,Mount Isa,AU,-20.7333,139.5,74.97,69,100,5.75,overcast clouds
658,Xining,CN,36.6167,101.7667,9.14,93,62,1.19,broken clouds
659,Zirovnice,CZ,49.2532,15.1882,41.92,93,100,7.0,overcast clouds
660,Camacha,PT,33.0833,-16.3333,59.54,63,40,17.27,scattered clouds
661,Tongzi,CN,28.7829,105.0877,42.31,91,100,1.34,light rain
662,Miraflores,MX,19.2167,-98.8083,70.56,37,50,3.15,scattered clouds
663,Berbera,SO,10.4396,45.0143,76.93,80,93,3.42,overcast clouds
664,Fare,PF,-16.7,-151.0167,81.36,74,100,20.96,light rain
665,Sulangan,PH,11.1373,123.7228,79.34,78,98,13.91,overcast clouds
666,Rubtsovsk,RU,51.5,81.25,-10.26,95,34,2.66,scattered clouds
667,Balkhash,KZ,46.844,74.9804,12.29,87,100,10.25,overcast clouds
668,Santa Cruz De Tenerife,ES,28.4682,-16.2546,69.03,82,20,1.99,few clouds
669,Jinxiang,CN,27.4327,120.6062,44.2,91,100,8.34,light rain
670,Panino,RU,51.6467,40.1346,29.97,95,100,7.34,overcast clouds
671,Mbaiki,CF,3.8678,17.9892,76.33,31,100,1.32,overcast clouds
672,Cartago,CO,4.7464,-75.9117,78.55,72,48,4.18,scattered clouds
673,Bougouni,ML,11.417,-7.479,80.96,10,0,4.41,clear sky
674,Fort Nelson,CA,58.8053,-122.7002,36.23,87,100,4.09,overcast clouds
675,Never,FR,46.9896,3.159,49.75,89,100,20.98,overcast clouds
676,Poum,NC,-20.2333,164.0167,80.4,83,100,10.74,overcast clouds
677,Boa Vista,BR,2.8197,-60.6733,89.58,48,75,6.91,broken clouds
678,Seydi,TM,39.4816,62.9137,39.99,57,100,3.76,overcast clouds
679,Sur,OM,22.5667,59.5289,70.79,70,0,4.97,clear sky
680,Dembi Dolo,ET,8.5333,34.8,65.48,36,100,3.62,overcast clouds
681,North Bend,US,43.4065,-124.2243,59.16,77,0,8.05,clear sky
682,Nicoya,CR,10.1483,-85.452,90.95,38,52,8.39,broken clouds
683,Rio Gallegos,AR,-51.6226,-69.2181,78.85,31,75,19.57,broken clouds
684,Hit,IQ,33.6416,42.8251,53.76,49,67,3.96,broken clouds
685,Noyabrsk,RU,63.1994,75.4507,-12.39,100,73,8.59,broken clouds
686,Evensk,RU,61.95,159.2333,0.14,69,0,8.68,clear sky
687,Orange Cove,US,36.6244,-119.3137,71.62,34,0,3.98,clear sky
688,Envira,BR,-7.3,-70.2167,77.92,94,97,2.84,light rain
689,Monte Carmelo,BR,-18.7247,-47.4986,70.32,91,100,6.42,overcast clouds
690,Krasnyy Kut,RU,50.95,46.9667,-1.25,99,59,4.32,broken clouds
691,Dunkirk,FR,51.05,2.3667,50.22,64,87,11.01,overcast clouds
692,Brainerd,US,46.358,-94.2008,13.24,62,100,12.66,overcast clouds
693,Brae,GB,60.3964,-1.353,39.11,56,44,32.06,scattered clouds
694,Mier,MX,26.4333,-99.15,65.08,37,1,8.03,clear sky
695,Keffi,NG,8.8486,7.8736,82.31,15,31,2.95,scattered clouds
